"","주요증상","주소","질문제목","질문내용","답변내용"
"1714","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000030447","감기인데도 마비증상이 올 수 있나요?","- 성별 : 여- 혈압 : 보통보다 조금 낮은 편- 키/체중 : 162cm / 48kg- 가족력(가족, 친척의 건강, 질환 등) : x- 과거병력 : x- 상담내용 :29 여자입니다.여기는 한국이 아니구 호주예요~정말 살이 탈것같이 더운날 밖에 오래 걸어다니다가 에어컨을 너무 심하게 틀어놓은 건물에 들아갔다 나왔다를 몇번 반복했더니.. 갑자기 몸이 아프기 시작했어요. 콧물이나 기침나는거 아니고 살껍질(?)이 너무 아프고 그냥 몸둥이가 너무 아팠어요. 옷깃만 살에 스쳐도 아픈거 그런거 있잖아요~ 열도 계속났었어요. 그래서 타이레놀을 먹었고 3일후인 오늘 오전에나았어요. 그런데 오후에 갑자기 몸이 추워지더니 열이 심하게 나고 온 몸둥이가 정말 너무 아파오고 갑자기 손이 마비가 되는거예요. 팔전체 말고 팔꿈치 밑에 팔이 막 쪼여오더니 소아마비사람들처럼 손이 꼬구라져서 펴지지도 않고 주먹도 안줘지고 막 굳는거예요. 종아리도 그렇구요, 발은 괜찮은데 종아리가 막 마비되써요. 그래서 급히 병원갔는데 열이 39도였구요 마비가 계속되더니 얼굴에 감각이 없어지는거예요~ 이뽑을때 잇몸에 주사놓으면 입주위에 감각이 없는것처럼~ 얼굴이랑 머리통이 그런느낌이 드는거예요~ 의사가 약줘서 먹고, 찬수건으로 열내리고나서 마비되었던 손이랑 종아리, 얼굴이 다시 정상으로 돌아왔어요. 의사가 그냥 감기떄문이라는거예요. 여기가 외국이라서 너무 답답해서 문의를 드려요. 아프고 고열나는건 둘째치고 왜 손이랑 발이 재렵고 뇌성마비사람들처럼 손이 오그라들고 굳고 마비가 된건가요?? 남편이 계속 손이랑 다리 주물러줬었어요~ 손가락이 뻗뻗하게 됬었어요 너무 무서워요~ 혈압이 조금 낮긴한데.. 아무기 감기라고 해도 이런건 제가 듣도 보도 못해서요.. 큰 이상이 있는건가요? 지금은 열이 다 내렸어요. 약국에서 팔지않는 강력한 진통제를 주길래 먹었거든요~ 또 그럴까봐 너무 겁이나고 무슨 큰 병이 있는지도 겁이나요. 답변 기다릴께요. 감사합니다.","안녕하세요.  하이닥 가정의학과 상담의 고완규 입니다. 많이 불편하시겠네요. 더군다나 외국은 한국처럼 의료이용이간편하지 않아 힘드실겁니다. 증상으론 너무 걱정 안 하셔도 될 듯 합니다우선은 더운 날씨에 열이 심해서 생기는 증상으로 사료됩니다. 과로에 몸살 에 발열등이 겹치면 여기저기 아픈 증상 생길수 있고감기라 해도 꼭 감기증상만 있는 것도 아니고,어떤 바이러스에 따라서는 증상이 이상하거나 다양할 수도 있습니다. 또한 환경적 으로도 매운 더운 날씨에 열이 심해지면 이중으로 탈수 현상이 가속되면 우리 몸의 나트륨 칼륨둥의 전해질 부족현상이 오게 되고 그에 따른저림이나 마비등의 증상 올수 있습니다. 그 뿐만이 아니고 숨도 빨리 쉬게 되면 과호흡증후군도 동반 할 수 있습니다.  과호흡 증후군 이란 대부분 자율신경계의 지나친 항진으로 호흡이 매우 빨라지게 되어 이산화탄소의 체내 분압이 떨어지게 되면 마비와 심하면 경련과 심각한 부작용까지 발생할 수 있는 상태까지초래할 수 있게 됩니다. 우선은 안정하시고 열을 떨어뜨리는 게 필요하고 수분 섭취를 증가 시키고 전해질이 함유된 음료 등을 섭취하세요. 또 다른 원인으로는 약물 부작용 가능성도 있기 때문에 복용한 약을 잘 살펴보시기 바랍니다. 열이 떨어지고 증상이 소실되면 괜찮은 것이니 조금 두고 보시면 되고그래도 증상이 지속되면 뇌수막염이나 다른 특별한 병 등의 가능성도 드물게 있을 수 있으므로병원 진료를 한번 보시기 바랍니다. 답변이 도움이 되셨기를 바랍니다. "
"1715","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000433132","요로감염","요로감염으로 질문드립니다.7개월 된 아기구요.. 일주일전부터 고열과 미열을 반복하여 인근소아과에서 해열제만 처방받아서 먹였습니다.다행이 해열제가 잘들어서 당일에 열은 금방 떨어졌구요 그후로 37.8~38.2도로 미열이 계속 있어서 병원에 전화문의 드렸더니 계속 고열이 있는경우가 아니면 요로감염은 아닐꺼라해서 증세가 완화되기를 기다렸습니다. 그런데 계속 미열이있어 오늘 인근소아과로 내원하여 소변검사 받았는데 요로감염이 의심(결과를보고도 요로감염이라고 확진은 안주시더라구요?)된다 하여  항생제 처방을 받아왔습니다.이런경우에 선생님, 대형병원으로 내원하여 다시 검사받고 치료를 진행하는게 좋을까요 아니면 항생제 먹이면서 경과를 지켜보는편이 나을까요?그리고 결과적으로 1주일동안 항생제도 없이 그냥 병을 방치한게 되었는데...다른 문제는 없을까요?","안녕하세요, 하이닥 소아청소년과 상담의 서정호 입니다. 열이 떨어지고 소변 검사도 정상으로 돌아온다면 굳이 종합병원에 가 볼 것은 없습니다. 다만, 열이 조절되지 않거나, 향후 1번 더 요로감염이 확인된다면 종합병원에서 신장 기능에 문제가 없는지 확인해 보는 것이 필요합니다. 감사합니다. "
"1716","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000441664","여드름에 매실, 녹차 좋나요?","안녕하세요. 저는 23살 남자이고 여드름을 갖고 있습니다. 볼쪽에 가끔 나고 주로 입 근처와 입밑, 혹은 턱라인과 목쪽에 많이 나는 편이에요. 예전부터 여드름을 좀 심하게 앓아 T존이라고 부르는 코와 콧등부분, 입가가 좀 붉은기가 있고 밖에 좀 오래 있거나 자극적인걸 먹거나 피곤하면 볼쪽도 붉어지더라고요. 다름이 아니고.. 여드름에 매실과 녹차가 좋은지 궁금합니다. 물론 피부과가 제일 좋기야 하겠지만... 시술은 비용이 부담되고 약을 먹어도 꽤 나아졌다 싶어 중단하면 좀 시간이 지나고 다시 나더라고요. 지금 또한 약을 복용하고 있지만... 말끔히 약 안 먹고 낫고 싶어서요. 녹차는 인터넷 검색을 해보니 팩으로도 좋고, 먹는 것으로도 좋다고 많이 하더라고요. 먹으면 티백으로 대충... 프렌차이즈카페에서 이용하는 그런 머그컵 사이즈에 매일 1잔, 혹은 많아도 2잔 정도만 마실 생각이고요. 대체로 따뜻하게 먹을거 같아요. 팩으로는 피부가 워낙 예민해 했다가 더 나빠질까봐 하진 않을 겁니다. 매실은 집에 있어서요. 매실과 설탕을 넣고 냅둬서 만들어진 액기스와 물을 섞어서 마실 생각입니다. 이것 또한 팩으로는 하지 않을 거고 녹차와 동일하게 하루 1잔, 혹은 2잔 마실 생각이고요. 매실은 녹차와 달리 아마 주로 차게 마실거 같습니다. 조금 걱정되거나 의아한 부분이 있다면 녹차는 카페인이 있어서.. 하루 1잔이면 그리 많진 않을거 같지만 장기간 먹으면 카페인 때문에 오히려 더 안 좋지 않을까 싶은 것도 있고요.. 매실같은 경우엔 아무래도 설탕을 많이 넣고 냅두는 거다 보니 오히려 당분때문에 여드름이 더 나지 않을까 걱정됩니다. 또 여드름보단 모낭염 인거 같기도 한데 모낭염이면 전혀 효과가 없을지도 좀 궁금하고요.. 여드름이 몸에 열이 많아서 그런 걸로 알고 있습니다. 저 또한 긴장하거나 그러면 땀 잘 나고 몸에 열이 많은거 같기도 해서.. 보니까 녹차, 매실 둘다 열을 내려준다 하더라고요. 둘 중 뭐가 더 좋을지 궁금하기도 하고.. 일단 여드름에 둘다 좋은 음식인지 궁금하기도 해서 질문 드립니다. 검색해보니 녹차 관련해선 말이 많은데 매실에 대해선 알려진게 없는지 좀 글이 적기도 해서요. 읽어주셔서 감사합니다.","안녕하세요, 하이닥 영양상담사 임채연 입니다. 여드름때문에 녹차와 매실을 섭취하실 계획이시라면 굉장히 좋으신 선택이십니다.  하지만 질문자님 말씀대로 섭취법에 관련하여 조언을 드리자면 다음과 같습니다.  녹차에는 피부염증을 줄여줄수 있고 피부 미백 그리고 노화방지에 관련하는 폴리페놀 성분이 들어 있습니다.  하지만 머그잔으로 2잔 드신다면 좀 많아 보입니다.  차라리 커피잔에 녹차티백으로 시간 간격으로 아침 점심 저녁 각 한 잔씩(80~120ml) 즐기셔도 충분하겠습니다.  하지만 약이 아니기 때문에 여드름의 완화 속도는 매우 느리겠지만 꾸준히 섭취 하다 보면 여드름 완화나 치료에 도움이 되시겠습니다.  매실의 경우, 매실 엑기스를 만들 때 주로 설탕과 매실의 비율을 1:1로 두고 만들게 됩니다.  질문자님 말씀대로 당 성분은 염증을 오히려 일으키기 때문에 꼭 드셔야 한다면 당분이 모두 당화된 형태인 충분히 발효된 매실액이 좋겠습니다.  이는 직접 만들어 드시는 것보다 시중에 잘 만들어져 판매하기 때문에 이를 이용하시어 질문자님 말씀대로 물에 희석하여 드시길 바랍니다.  매실의 경우 살균작용 외 위장 보호 효과도 있습니다.  열이 많은 편에 속하신 다면, 열을 내려 줄 수 있는 식품으로 대표적으로 양배추와 오이가 대표적으로 있습니다.  주로 수분이 많고 맵지 않은 채소류가 좋습니다.  과일로는 당분이 적고 신맛이 강한 레몬이 좋습니다.  이점 참고하시어 도움이 되시길 바랍니다.  감사합니다. "
"1717","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000044893","1시간 정도 발열증상만 있다가 내렸고 타미플루 처방","안녕하세요. 저희 아기에 대한 상담드립니다.- 18개월 된 남아입니다. - 어제 저녁 7시40분~9시 경까지 37.8~38도 정도의 발열이 계속됨. (그 외 콧물, 기침, 몸살(?) 등 감기 증상 전혀 없었고 잘 놈.)-하루 종일 잘 놀았고 열 없었으며 열 나기 시작 전 사촌 형하고 정신없이뛰어놀고한바탕 난리가 났었는데 그 때문에 잠시 열이 오른 것일 수도 있다고  생각하여열이 내리는지 1시간 정도 지켜봄-1시간 이상 지켜봐도 열이 내리지 않아 응급실 감. 가는 도중 열은 점점 내려 병원에도착하여 측정하니 37.4도.-확진검사 하였고 타미플루 처방받은 후 결과 기다리는 중. 어제 저녁, 오늘 아침 두 번 복용시킴이제부터 질문입니다.1) 저희 아기는 1시간 정도 발열이 있었다는 것 외에는 감기 증상처럼 느껴지는  어떤 증상도 없이 잘 먹고 잘 놀았습니다.  그 때 그 1시간 가량의 발열 이후엔 열도 한번도 안 올랐구요.이래도 신종플루 일수도 있는건가요?호흡기 증상 없고 발열만 ""일시적으로"" 있었더라도 말이지요. 혹시 몰라서 타미플루를 먹이고는 있는데이런 경우 신종플루일 가능성이  거의 없는 것인지가 알고 싶습니다. 혹시 몰라서란, 초기에 가벼운 감기 증상 같았다가 급성으로 순식간에  악화되어 하루이틀만에 잘못된 경우가 기사로 나오고 하니 걱정이 되서.. 신종플루라고 확실히알 수 없는데도고민끝에 일단 먹이기로 하였습니다. 신종플루에 걸리면 몸살이 심하다고 들었는데 저희 아이처럼 아픈 증세가  없어도 신종플루일 가능성을 염두에 두고 투약을 하는 것이 맞는지...2)판정은 내일 나올 것인데 그 때까지 계속 먹이고 있다가 음성 판정이 나오면 투약은 끊으면 되는 것이지요?감사합니다. (참고로 아이는 어린이집에 다니지 않고 요새 외출은 전혀 안합니다. 다만 아이 봐주시는 분이 대중교통을 이용해서 다니시고  저는 직장에 다니는데직장에 확진환자가 많습니다. 전 의심증상은 없습니다.)","안녕하세요. 발열이후 타미플루를 복용중인 아이분에 대한 질문이시군요. 1.  가능성은 있습니다.  신종플루 환자의 대부분이 열이나고 기침, 콧물, 가래등의 호흡기 증상중몇가지를 보이긴 하지만 간혹 증세가 심하지 않거나 나타나지 않는 경우도 있습니다. 2. 음성으로 판정되어 중간에 끊는다고 해서 크게 문제되는 것은 없습니다. 신종플루 가능성을 완전히 배제할 수 없는 상황으로 우선 타미플루를 복용시키시는 것이 현명한 판단으로 생각 됩니다.  많은 도움 되셨기를 바랍니다. "
"1788","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000088881","만성비염 도와주세요","안녕하세요. 도와주세요~주증상: 후비루(점액성), 이로 인해 후두나 기관으로 넘어감, 구강건조와 작열감, 얼굴에 열감과 두통기간: 금년3~4월부터경과: 금년2월 감기에 걸린 후 심한 과로와 스트레스로 악화 되었습니다.기침, 가래와 열이 너무 심해져 내과진료 2달가량 받았고 폐CT와 흉부엑스레이상 기관지염, 기관지확장증 진단으로 치료후 다 좋아졌다고 했습니다.그래도 가래와 얼굴열감이 계속되어 가래가 아니 거 같아 이비인후과진료를 받고 비염으로 후비루증상 때문인 걸 확인하게 되었습니다.후두와 기관으로 넘어 가는 거 때문이었습니다.이비인후과 군데에서 진료를 받았고 너무 오래가고 좋아지질 않아 종합병원에서 검사결과 부비동염은 아니고 비염은 맞고 좋아질거라고 가볍게 말씀해주셨습니다.지속적으로 항히스타민제와 점액완화제 2종, 나잘 스프레이를 사용하였습니다. 항히스타민제는 괜찮은데 점액완화제는 부작용으로 침이 거품같이 되고 구강에 불편감이 있어 스스로 복용 않고 있습니다.나잘스프레이는 심할 때 간헐적으로 사용하고 있지만 별효과는 없습니다.항히스타민제가 약간 효과가 있으나 지금은 내성이 있는지 큰 효과는 없습니다.자가 요법으로 생리식염수로 코세척을 수시로 힘들 때 마다 하고 있습니다.현재의 증상의 정도는 끈끈한 코가래가 악화 완화를 반복하고 있으며 심할 때는 얼굴열감과 두통으로 많이 힘든 편입니다. 누워있으면 후두로 넘어 가질 않고 증상도 덜 해 집에 있을 때 누워지내다 보니 근육이 5키로 줄고 체력도 허약해졌습니다.업무 특성상 종일 앉아서 면담을 하는 일이라 상대방 앞에서 후비루를 뱉을 수도 없고 후두로 넘어가 코세척을 하고 싶어도 못할 때가 많습니다.코가래가 삼겨지면 좋을텐데 삼켜지질 않습니다. 심한 날은 후두로 안넘어가게 뱉다 보면 입안이 마르고 혀와 입술이 얼얼하고 데인 것처럼 아프기도 합니다. 게다가 얼굴열감과 두통까지 더해져 심하게 괴롭습니다. 특히 음식을 먹고 나면 더 심해져 지인들과 식사가 불가능해져 사회활동도 전혀 못하고 업무만 겨우 보고 있습니다. 일마저도 그만 두고 싶을 정도입니다.어떤 방법이 필요할까요?우문현답 부탁드립니다.","안녕하세요? 하이닥 이비인후과 상담의 전성호 입니다. 후비루가  불편하여 질문하신 것 같습니다.  후비루의  원인이  무엇인지  알아보는 것이  필요합니다.   과거  기침,  가래, 열이 있을 때의 내과적인 검사와  원인에  관해서는  치료가  완료된  상태로   보이며,   현재  지속되는 후비루와  증상에  관하여  자세하게  살펴보아야  합니다.  후비루는  주로  비염,  부비동염  등 염증성  질환과  알레르기  등의  원인에  의해서  나타날 수 있으며,  그외  비중격 만곡증  등구조적인  문제도  원인이 될  수 있습니다.   답변이 좀 도움이 되었는지요?감사합니다. ( 이와 같은 답변은 참고사항이며, 법적인 책임이 동반되는 용도로 사용될 수 없습니다. 또한 정확한 검진과 판단은 이비인후과 진찰을 받고 전문의와 상의하여야 합니다.  )"
"1789","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000455194","독감 심박수","A형 독감 판정 받았습니다 근데 열이 39도까지 오르면 심박수가 150까지 올라갑니다 몇시간동안 내려오지도 않습니다 심장에 문제 생길까요..?","안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다. 고열시 심박수 증가는 있을 수 있습니다. 해열제 복용 이후 열이 일시적으로 떨어질테고, 그 때 심박수가 감소한다면 지켜보셔도 무방할듯합니다. 흉통, 호흡곤란 등이 동반된다면 순환기내과 진료 권유합니다. 감사합니다. "
"1790","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000251406","배탈이 나면 열도 나나요?? 어제부터 배탈이 난듯 설 ...","배탈이 나면 열도 나나요?? 어제부터 배탈이 난듯 설사를 계속하는데.. 오늘에서야 열이 좀 나기 시작하는거 같네요..아니면 몸살도 같이 오는건가요??","안녕하세요, 하이닥 소화기내과 상담의 현일식 입니다. 몸 안에 균이 들어오면 균에 대항하기 위한 몸의 반응으로 전신증상이 나타날 수 있는데 대표적인 증상이 열, 몸살, 근육통입니다.  따라서 감기, 장염, 신우신염 등등 몸 안에 염증을 만드는 균이 침범하는 경우 열이나 몸살이 같이 나타나는 경우가 많습니다.   감사합니다. "
"1791","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000086604","장티푸스.?","저는 지금 태국에 봉사활동을 와있습니다.어제 에어컨바람을 많이 받아서그런지 저녁부터 열이나고 두통이나고 근육통 소화불량 등이 나타났습니다.오늘아침에 일어나보니 몸에 땀이 나는걸로보아 열은 내린것 같은데 목이 쪼금 부었네요. 두통도 여전히 심하지는 않지만 조금 있습니다그리고 변을 봤는데 초록색변이 나왔습니다제가 최근에 운동을한다고 점심만먹고 저녁은 잘 먹지않앗고 어제 저녁은 바나나와 참치를 먹었습니다.혹여나 장티푸스나 큰병이 아닐까라는 생각에 질문드립니다.위도 약간 거부감이 잇네요그런데 배는 고파요...","안녕하세요? 하이닥 가정의학과 상담의 박용준 입니다. 일단 감기몸살에 준해 치료하면서 경과관찰해도 될 듯 싶습니다.  열감기 등으로 컨디션이 안 좋아지면 장기능도 같이 떨어지기 때문에,  음식물 소화과정이 원활치 않게되고  초록색 변도 나올 수 있습니다.  말씀하신 증상만으로는 아직 큰 병이 의심될 만한 증후는 없는 것 같구요.   설사가 생기면서 더 심해지는지 열이 고열 로 더 오르며 증상이 악화되는지 경과관찰 하시면 될 듯 싶습니다.   혹시 나빠지면 꼭 진료를 받아보시고, 점차 좋아지면 빨리 털고 일어나시면 되겠지요. "
"1793","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000471756","장막하근종 수술 후 통증","안녕하세요. 선생님.저는 화요일날 장막하근종 수술을 받았어요. 수술한 지 4일 째 되네요. 대장 바로 옆에 붙은 장막하근종 이었는데요.복강경 수술을 하다가 수술이 어려워 개복수술을 받았어요. 그런데, 근종 수술 후에 이따금씩 몸과 얼굴에 열이 확 올라오고 난 뒤에는 이마에 땀이 나는데 괜찮나요?현제, 배에 호스를 꽃아놓고 뱃 속에 피를 뽑고 있는데요. 이 것으로 인한 통증인지.. 수술한 부위 통증인지 분간이 어렵네요. ㅜㅜ또한 변기가 심한데.. 이것은 어떻게 해야할까요? ㅠㅠ 대변 나오게 하는 관장약을 매일 해도 괜찮나요?아마도 오늘 혹은 내일 퇴원일텐데 통증이 있어서 바로 퇴원할 수 있을 지...ㅜㅜ 장막하근종 수술 후에 통증은 어떤 경우가 있나요? 수술후 관리는 어떻게 해야하나요? 감사합니다..ㅜㅜ","안녕하세요, 하이닥 대장항문 상담의 이주연 입니다. 배 수술이라는 것은 절대로 간단한 것이 아닙니다. 그리고 통증도 큽니다. 수술 부위 통증도 가능하고 호스 때문에도 아프실 것입니다. 꾸준한 열이 아니고 피가 엄청나는 것도 아니고 줄고있고 가스도 나오고 식사도 하신다면 괜찮다고 보고 더 호전되기를 기다려야 합니다. 잘 관리하시고요, 쾌유 하시기 바랍니다. "
"1794","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000436438","5주째 편도염을 동반한 감기몸살입니다.","5주째 열이 오르락 내리락 하며 감기몸살을 앓고 있습니다. 열은 미열이지만 한 번 올랐다 내리면 몸이 오들오들 떨리다가 땀이 옷이 젖도록 납니다.오한이 심해서 손과 발이 덜덜 떨릴 정도이고 원래 얼마 전 편도가 조금 크다며 수술 권유를 받은 적은 있지만 현재 감기몸살로 인해 편도가 더 부어있다고 들었습니다.콧물도 심하고 가래기침이 심해서 잘 때 기침하느라 정신이 없습니다.무엇보다 머리가 깨질듯 아프며 어지러운데, 어지러울 때 시야가 같이 빙글빙글 돌듯이 어지럽습니다.제가 이미 메니에르와 편두통중첩증을 앓고 있어 혹 그 증상들인가 하고 평소 가지고 있던 응급약들을 계속 복용해봤지만 어지러움과 두통이 사라지질 않고 있어 괴롭습니다.온 몸에 기가 빠진 듯이 힘이 없고 몸을 가누기가 어렵습니다. 병원에서 처방받아온 약들은 5주동안 계속 먹었지만 소용이 없습니다.도대체 왜 이러는건지 제발 자세히 좀 알려주시길 부탁드립니다. 너무 괴롭습니다.","안녕하세요.  하이닥 내과 상담의 박재만 입니다. 
혹시 병원에서 혈액검사등 추가적으로 검사를 해봤을 까요?열이 난다는건 몸에 염증 반응이 나타나는 거고, 원인이 되는 질환을 찾아서 해결해야 호전이 될 겁니다. 일단 병원가서 다시 정확히 진료를 받아보고 필요하다면 x-ray 및 혈액검사등을 받아보시는 것이 좋겠습니다. 감사합니다. "
"1795","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000408691","안녕하세요","6세아이가 구토를 해서 병원내원. 토요일.체끼와장염. 의심. 포리부틴드라이시럽 처방받아복용중인데. 현재 복통없고. 설사없고.두통없고체온은 37.4~6유지중이예요어제 토요일 점심약 먹고 저녁부터지금.일요일까지 구토 안했구요!죽이랑물 너무 안먹고 축 쳐져서 ㅠㅠ밥만 달라하고.. 어제저녁갈비탕국물에 밥말아줬는데 굉장히 잘 먹었고 두공기.가득다 먹고도 구토도 복통 없었고배가 불러선지 컨디션도 좋아지고 뛰놀다가아주 잘 잤어요!그런데 어제 한번(토요일). 오늘아침 한번(일요일)변을 봤는데 색이..ㅜㅜ   녹색.사진첨부해요. 더러울수있는데.. 죄송해요 ㅠㅠ빨간점은 확인해보니 토마토껍질이였어요1. 장염에 이런색 변 볼수 있나요?2. 장염도 열이 날수 있나요?","안녕하세요, 하이닥 내과 상담의 김소연 입니다. 녹색변이라 하면 설사를 많이 하거나 할때 담즙이 실제로 오래 잔류하지 못하여 빨리 나오면 저렇게 보일수 있습니다. 또한 장염이 맞다면 열이날수 있구요. . . 아이가 너무 쳐지지 않고 잘놀고 한다면 회복추세로 볼수 있습니다. 사진상으로는 완전 물설사도 아닌것 같아 다행이구요. . . 증상이 나빠지면 가까운 소아과를 내원하시기 바랍니다. "
"1796","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000210604","홍삼복용후 심실조기수축이 심해지는 경우 조언부탁드립니다","다이어트중에 대상포진이 발병하고나서 면역력이 걱정되어서 홍삼을 복용했습니다 1달정도 복용후 심장리듬이 불규칙한걸 느껴 근처 심장내과에서 심전도, 24시간홀터, 혈액검사를 하고 조기수축이 있다고 진단받았습니다 혈압도 높게나와서 높을때150/100 나옵니다 그이후 여러가지 영양제(종합비타민 오메가3 코큐텐 마그네슘 프로폴리스)복용하고 규칙적인 운동을해도 증상이 많이 좋아지지 않더라구요 그러다 부정맥에 홍삼이 좋지 않다는 말을 들어서 홍삼을 안먹었더니 하루에 조기수축을 느끼는 빈도가 줄었습니다 확실히 마늘이나 와사비 홍삼을 먹으면 조용하던 조기수축이 심해지더라구요.. 그래서 혹시 몸에 열이 많아서 조기수축이 생기는게 아닐까 싶어서 치자를 물에 달여먹어볼까하는데 괜찮을까요? 조언부탁드립니다","안녕하세요, 하이닥 한방과상담의 윤홍일 입니다. 님이 체질이 열이 많으신 소양인이면 더우기 홍삼이 맞지않 을 수 있습니다. 심장에 무리가 오고 부정맥도 생길 가능성이 있지요. 치자도 좋은데 구하실 수 있으면 황련이 더 좋다고 생각됩니다. 감사합니다.  참 살짝 볶아서 드셔야 합니다.  ^^도움이 되었길 바랍니다. "
"1797","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000178847","겨울에 집이나 회사가 따뜻해도 손이 너무 차서 힘이 듭니다.","33살 남자고 키는 178  몸무게는 80정도 입니다. 다름이 아니라 요즘 손이 너무찹니다. 이게 한 2~3년전부터 이랬는데 여름에는 안그럽니다. 문제는 겨울인데 집이나 회사가 추운것도 아니고 따뜻한데 손이 너무 차서 힘듭니다. 손이 차다보니 화장실도 자주가게 되고 이래저래 신경이 많이 쓰입니다. 장갑이나 이불속에 손을 넣고있으면 따뜻해지긴 하는데 하루종일 그러고 있을수는 없잖아요. 원래는 열이 많아서 겨울이 돼도 손이 따뜻했는데 2~3년전부터 갑자기 이럽니다. 우선 제가 알고있는 제 몸상태는 걱정병이 있어서 긴장하거나 하면 일상생활이 곤란할정도라 잠시 안정을 취해야 하고... 물론 안정을 취하면 나아집니다. 한 3개월전에 회사에서 건강검진을 했는데 혈당 콜레스테롤 다 정상이고 혈압 심전도도 정상으로 나왔습니다. 꼭 답변 부탁드립니다.","안녕하세요, 하이닥 한방과 상담의 김준연 입니다. 한의학에서는 심열이 가득하여 수족말단으로 기혈순환이 원활하지 못 하여 그렇다고 봅니다. 열이 없는건 아닌데 온몸으로 퍼지지 못 하여 그렇다고 봅니다. 이에 가까운 병원이나 한의원에 내원하셔서 보다 정밀한 진찰 후 치료 받으시기 권유드립니다. 그럼 오늘도 즐거운 하루 되세요. 감사합니다. "
"1798","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000044951","신종플루관련 전염관련하여..","- 상담내용 : 안녕하세요?? 2009.11.09일 - 최초 발열(37.5도정도),몸살,목,코감기 증상나타남. 동네 이비인후과에서 진찰 및 투약처방받아 복용2009.11.11일 - 발열은 정상으로 돌아옴.나머지 증세는 그대로임2009.11.13일 - 발열 및 몸살은 정상수준으로 회복..목,코감기 약간의 어지럼증 증상 있음.(발열이 정상이라 신종플루 검사는 안받음)즉,발열이나 몸살은 거의 정상으로 호전되었는데 목,코등의 통증이 계속지속되어 신종플루가 아닌지 걱정됩니다..특히 36개월된 저희 딸을 비롯한 다른사람들에게의 전염이 걱정이 많이됩니다..질문.1 집에 36개월된 저희딸에게 전염될까 걱정인데 현재상태에서 지금이라도 신종플루 확진검사를 받아야 하나요??(약간의 해열제가 처방된 약을 복용중이나 발열은 거의 없었음)2.제가 혹시 신종플루에 걸렸더라도 지금 열이 거의 없는데(그러나 목,코의 통증은 여전함) 다른 사람에게 전염시킬 가능성은???","안녕하세요. 신종플루 전염에 대해 질문주신 분이시군요. 11월 9일에 첫증상을 보이셨다면 현재 1주일 정도 지났는데요 열이없으시다면 사실상 전염력은 없다고 생각됩니다.  현재 확진검사를 받으셔도 음성이 나올 가능성이 많습니다.  (실제로 신종플루였다고 하더라도요. )따라서 감염시킬 가능성은 거의 없지만 기침이나 재채기가 심하시다면 다른사람에게 튀는 것만 주의하시고 큰걱정 하지 않으셔도 좋겠습니다. "
"1805","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000103770","정상체온및 미열기준 체온","안녕하세요 저는 아침에 기상해서 혀 밑에 체온을재면 36.3℃나오는데 점점 올라가서  오우늦게 또는 저녁에 37.3℃까지 나오는데 미열이 있다고 볼까요?","안녕하세요.  하이닥 한방과 상담의 송호철 입니다. 두 체온은 모두 정상범위입니다.  오후 늦게나 저녁에 체온은 다소 올라가는 경우가 많습니다.  활동을 해서 그렇기도 합니다.  특별히 오후에 피곤하고 열이 실제로 느껴진다면, 치료대상에 포함됩니다.  증상여부와 관련지어서 판단하시길 바랍니다.  현재 정도로는 미열은 아니라고 생각됩니다.  감사합니다. "
