"","주요증상","주소","질문제목","질문내용","답변내용"
"1665","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000264234","기침을 좀 하고 나면 왼쪽 갈비뼈 윗부분이 아픕니다.  ...","기침을 좀 하고 나면 왼쪽 갈비뼈 윗부분이 아픕니다. 가슴 바로 밑이고요. 바늘로 찌르는 것처럼 콕콕 쑤시는 느낌이에요. 기침을 하지 않았을 때도 가끔 아픕니다. 길면 10분 가량이고 짧으면 5분정도 아파요. 숨을 못 쉴만큼 아픈 건 아니지만, 계속 쿡쿡 쑤셔서 신경이 쓰이는 정도입니다.","안녕하세요, 하이닥 호흡기내과 상담의 진성림 입니다.  기침을 하고 나서 좌측 갈비뼈 부위의 통증이있고 기침을 하지 않을 때에도 통증이 있으며, 통증의 시간이 짧게는 5분에서 길게는 10분 정도의 통증이반복되면 내과에 가셔서 진료와 필요한 검사를 받아 보시는 것이 좋을 것 같습니다. "
"1666","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000042635","운동후 혈압상승과 가슴답답 호흡곤란","- 상담내용 : 초등학교 5학년 여자 입니다 평소 건강하였고 과거병력도 없었는데 오늘 체력 측정을 하는과정에 달리기 종목을 끝내고 잠시후 부터 약간의 가슴이 답답하고 숨쉬기가 살짝 힘들었다고하며 보건실에서 혈압측정시 수축기 혈압이 150 정도 였다합니다 그때 숨쉬기도 불편했고 가슴이 답답하며 손 저림 증상과 약간의 마비 가있었답니다 이후 한시간가량 수면을 취한후 증상이 완화 되었다 하는데 일시적으로 봐야할지 정밀 검사를 해야할지 궁굼합니다","초등학교 5학년 나이에 혈압이 150 이라면 굉장히 높은 것입니다. 그 나이의 정상 혈압은 수축기100~110 이완기65~75 정도입니다. <o:p></o:p>
운동 후 일시적으로 혈압이 상승할 수 있지만150은 너무 높고 호흡곤란 등의 증상이 동반되는 소견을 보이므로이럴 경우 반드시 소아청소년과 전문의 심장전문의에게 정밀 검사를 받으시는 것이 좋을 듯합니다. <o:p></o:p>
가족력으로 고혈압이 있는지?<o:p></o:p>
다른 만성 질환이 있는지도 중요한 진단 기준이기 때문에 가족력도 알아보고 진료 시 반드시 의사에게 말을 해주어야 합니다. <o:p></o:p>"
"1667","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000348603","심근경색이면 심전도 검사에 무조건 이상증상이 발견되나요 ...","심근경색이면 심전도 검사에 무조건 이상증상이 발견되나요??20대중반 남성이고 심혈관질환에 관한 위험요소는 전혀없는데 가슴이 답답하면서 숨이 막혀 죽을것같다는 느낌이 들때가 있습니다.주로 운동을 하거나 몸을 숙이거나 음식을 섭취후에 이런증상이있고 트림을 하고나면 답답함이 좀 가시곤하는데..심장이안좋아도 이런증상이 있을수있나요..? 평소 위장이 안좋기도하고 역류성식도염이 있긴했는데 이런증상은 없었거든요..  검사도.. 심전도 심초음파에도 이상이 없었어서 위장이 문제인가 싶기도한데 증상이 곧 죽을것같으니 너무무섭습니다.. 심근경색이면 심전도 검사에 무조건 이상증상이 발견되나요...??","안녕하세요, 하이닥 피부과 상담의 이호 입니다. 가슴이 답답함으로 걱정이 많으시군요. 가슴이 답답하다고 하면 크게 심장문제와 폐문제로 나누어 볼 수가 있고, 작성자분은 소화기증상으로 가슴이 답답함이 생기는 것 같습니다.  소화기내과에 방문하셔서 진료를 받아보시는 게 좋을 것 같고요. 질문을 하시는 것처럼 심장이 안좋은 경우에는 트림을 한다고 답답함이 가시지는 않습니다.  그리고 심근경색이라고 하면 심전도 검사에 이상증상이 발견됩니다. 감사합니다. "
"1668","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000214270","누워서 있을때 가슴에서 풍선 바람빠지는 소리가 들려요","누워서 있을때 가슴에서 풍선 바람빠지는 소리가 들려요","안녕하세요, 하이닥 외과 상담의 민호균 입니다. 가슴이 답답하지는 않으신가요?일상적이 증상은 아니구요기흉이 있거나 폐에 문제가 있을가능성이 있습니다. 통증이나 호흡곤란등의 증상이 동반되어 있다면빨리 큰병원을 방문해보시는것이 좋겠습니다. 감사합니다. "
"1669","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000094807","지난번 무릎 허벅지에 대해 질문했었는데요","바닥에 아빠다리로 장시간 앉아있는게 좋지않다..여러 이야기를 해주셧는데최근데 컴퓨터를 하는데바닥에 앉아서하거든요..근데 오른쪽 어깨가 좀 이상하네요.허리와 관련이있는건지 궁금한데몇번 어깨에 통증이 오더니음식을 먹을때 자연스레 고개가 아래려 내려가면서 입을 벌리면어깨/오른쪽 가슴쪽이 뭔가 땡긴다고해야하나?갑자기 이상한느낌이 오더라구요 계속...또..이부분은 다른 부분이있을지도 모르지만..주변 지인을 통해 들었는데 본인도 허리가 좋지않았었는데뭔 뼈가 자꾸 찌르고 그랬엇다고 해서 혹시나 저도 그러나싶어 질문드려요어깨를 앞쪽으로 구부리면 윗가슴 가운데 부분에 통증이오더군요주로 자고 일어났을때 그러네요..이것도 허리와 관련이 있는지 궁금합니다.한번은 겨드랑이 쪽도 같이 아프더군요 오른쪽 가슴 끝부분쪽이라고해야되나요..몇일전에 자고 일어났을때 좀 심하게 아팠네요움직일때마다..가슴 가운데쪽부터 통증도 오고..오른쪽 어깨를 움직이면 통증이 오는거같았습니다..저는 그날 술을 좀 많이먹어서ㅋㅋ(평상시에 음주/흡연량이 많아서)그런줄알았는데 아닌거 같기도하네요..혹시 관련이 있을수 있는건지 궁금합니다20살?21살때부터 허리가 좀 안좋았던거같네요~","안녕하세요.  하이닥 상담의 정형외과 전문의 라기항입니다. 답변이 많이 늦어서 죄송합니다. 우선 머리에서 내려오는 신경이 목 주변에서 어깨와 팔, 가슴으로 가는 신경이 빠져 나오고, 허리에서는 다리로 가는 신경이 빠져나오기 때문에허리때문에 어깨나 앞가슴 부위가 아플 가능성은 거의 없습니다. 그리고, 오른쪽 가슴쪽이 땡기거나, 윗가슴 가운데 부분의 통증은 정형외과에서 진료를 부위가 아니라 흉부외과나 호흡기 내과에서 폐나 늑골 주변에 대해서 진료를 보시는 것이 맞습니다. 제 전문분야는 아니나 개인적으로 흡연으로 인한 폐나 흉막의 문제로 생각되며 금연을 해보시고 증상 지속시 흉부외과나 호흡기 내과 진료 보시길 권해드립니다. 빠른 쾌유를 바랍니다. 감사합니다. "
"1670","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000431539","가슴이 떨리고 팔다리가 후들거리고 힘이빠지는현상","약간 허기진듯하면 가슴이 떨리고 팔다리가 후들거리고 힘이빠지느현상은 그런 증세가 요즈음 심한듯한데요","안녕하세요, 하이닥 소화기내과 상담의 제석준 입니다.  글쎄요 혈당이 어떤지 궁금합니다.  갑상선 기능은 간기능은, 전해질 수치는 어떤지 궁금합니다.  기본적인 혈액검사 할 것을 권합니다. "
"1671","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000415063","가끔 숨이 잘 안싀어진다는 느낌을받고 가슴이 답답합니다 ","가끔 숨이 잘 안싀어진다는 느낌을받고 가슴이 답답합니다편안할때 맥박은 51~60정도입니다부정맥이있습니다 괜찮은건가요","안녕하세요, 하이닥 내과 상담의 송봉근 입니다. 부정맥 종류에 따라 경과는 다양합니다. 증상이 지속되는 경우 가까운 심장 전문 의원 방문하여 상담해 보시기 바랍니다. "
"1672","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000333110","스트레스가심해서그런진가슴이답답하고 심박수도매우빠르고 ...","스트레스가심해서그런진가슴이답답하고 심박수도매우빠르고가만히 앉아있어도 숨이차서 할딱거리게숨을쉽니다ㅜ방법이없나요숨이차서 밤잠도 설칩니다","안녕하세요, 하이닥 호흡기내과 상담의 남귀현 입니다. 그 정도라면 기관지천식이 아닌가 의심스럽습니다.  스트레스 때문에 그런게 아닌 거 같으니 내과 진찰을 받아 보세요. 감사합니다. "
"1673","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000335274","낮잠 등 잠깐 자고 일어날 때 가슴이 매우 두근거리고  ...","낮잠 등 잠깐 자고 일어날 때 가슴이 매우 두근거리고 심장이 빨리 뛰는 듯함을 느끼는 경우가 잦습니다. 왜 이런 걸까요?","안녕하세요, 하이닥 한방과 상담의 손원진 입니다. 대개는 스트레스 과로 입니다. . 낮잠을 자는 것은 피로해서 그러할 수 있는데. . 잠깐 자면서 피로가 다풀리지 않는 경우. .  두근 거림이 있을 수 있습니다. 조금 더 휴식을 권합니다. 더욱 건강하세요. "
"1674","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000306544","갑자기 가슴이답답하고 무언가 턱 막히는기분이 듭니다 일 ...","갑자기 가슴이답답하고 무언가 턱 막히는기분이 듭니다 일주일에 5회정도....평소에 혈압약을먹는데 이거때문인가요?","안녕하세요, 하이닥 내과 상담의 송봉근 입니다. 부정맥 가능성은 있습니다.  증상 지속되는 경우에는 가까운 심장 전문 의원 방문하여 상담해 보시기 바랍니다. 감사합니다. "
"1675","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000308674","가슴이 가끔 두근두근 거리다요 몆칠전 부터 쿵 내는듯 ...","가슴이 가끔 두근두근 거리다요 몆칠전 부터 쿵 내는듯하는대요. 외 그러는지 하루에도몆번씩. 쿵 내리는듯 해요","안녕하세요, 하이닥 한방과 상담의 정의령 입니다. 심장 부정맥 증상이 있을 때 그런 심계현상이 나타납니다. 간혹 카페인, 피로, 스트레스 등과 연관이 되어서 나타나지만, 그렇지 않은 경우도 있습니다. 심실성 부정맥, 심방쪽인지 등등 여러종류가 잇는데 위험하지 않은 종류의 부정맥인 경우가 대부분이니 너무 걱정은 마시되 검사를 원하시면 24시간 심전도를 시행할 수 있는 병원으로 가시길 권장합니다.  감사합니다. "
"1676","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000299855","안녕하세요35세남성입니다음식을먹을때가슴이쓰리고답답합니다 ...","안녕하세요35세남성입니다음식을먹을때가슴이쓰리고답답합니다 소화도잘안되는거같구요 왜그런가요","안녕하세요, 하이닥 소화기내과 상담의 제석준 입니다.  식도염이 의심이 됩니다.  가까운 내과가서 상담받고 치료해 봅시다.  감사합니다. "
"1677","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000204583","밤만 되면 맥박이 빨라지고 가슴이 두근거리는게 느껴집니다","밤시간이 되면 맥박이 빨라지고 가슴이 두근거리는게 느껴집니다. 낮엔 괜찮습니다. 왜그럴까요? (가족력에 부정맥이 있습니다)","안녕하세요, 하이닥 소화기내과 상담의 제석준 입니다.  적어주신 내용만으로는 특정 질환을 예측하기에 어려움이 있어 자세한 답변을 드릴 수 없을 것 같습니다. 밤에만 맥이 빠르고 두근거림을 느낀다 하시니 가까운 심장내과에 내원하셔서 심장 관련하여 심전도 검사를 받아보시는 것도 좋을 것 같습니다. 감사합니다. "
"1678","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000053482","왼쪽가슴화상(남자)","- 상담내용 : 제가 어렷을때 왼쪽가슴을 다리미에 화상입어서 왼쪽가슴에근육도없고 살이거의없습니다. 이런경우 수술이가능한지묻고싶네요","안녕하세요.  하이닥 성형외과 상담의 양동준 입니다. <o:p></o:p>
<o:p></o:p>
대부분의 경우 어렸을 때 화상을 입었다면 피부, 근육 등 전체적인 조직의 손상 때문에 함께 성장을 하지 못하여 피부가 얇고, 꺼져있는 경우가 많습니다. <o:p></o:p>
쉬운 수술은 아니네요. <o:p></o:p>
<o:p></o:p>
현재 어떤 상태인지 정확하게 봐야 뭐라고 말씀을 드릴 수 있을 것 같습니다. <o:p></o:p>
수술은 가능합니다.  하지만 오른쪽 가슴처럼 완전한 정상상태와는 분명 다를 것입니다. <o:p></o:p>
사진을 첨부하여 질문 주시면 보다 더 정확한 답변을 드리도록 하겠습니다. <o:p></o:p>
비가 내리네요. .  낼은 꼭 우산 챙겨서 나가세요. . <o:p></o:p>"
"1679","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000414761","팔굽혀펴기도 가슴탄력에 도움되나요?","저는 45세 165cm에 현재 60.4kg 나가는데최종목표 56~57kg이고요.다이어트로 살을 좀 감량 하다보니 가슴이탱탱했는대 작아지고 물렁해져 걱정입니다.팔굽혀펴기도 가슴탄력에 도움되나요?가슴탄력운동 손쉬운 거로 알려주세요~&^^","안녕하세요, 하이닥 운동상담사 김정현 입니다. 가장 쉽고 편하게 할수있는 가슴운동이 팔굽혀펴기 입니다. 다만, 정확하게 하는 것이 좋은데요,몸을 숙이는 각도가 증가할수록 난이도가 높아지기때문에 초보자들은 서서 벽을 집고 하는 것이 좋습니다. 푸쉬업은 풀꿈치가 굽혀질 때 몸은 차렷자세인 중립자세를 유지해야 합니다. 그래야만 정확한 부위에 체중이 실릴 수 있으며, 인대와 관절의 연부조직을 덜 사용하게 됩니다. 가슴 겨드랑이 삼두 복부에 힘이 들어가야 한답니다. 내려갈 때 위4부위로 버티고 올라올 때 이 4부위를 폴발시키 듯 힘을 줘서 올라와야 합니다. 생각보다 정확하게 하기가 쉽지 않기때문에 자세연습을 많이 하셔야 합니다. 어느정도 레벨이 되시면 팔위 위치에 따른 다양한 동작으로 응용할 수도 있습니다. "
"1680","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000348813","왼쪽 가슴 옆 (겨드랑이 밑 갈비뼈 윗부분) 이 숨쉴때 ...","왼쪽 가슴 옆 (겨드랑이 밑 갈비뼈 윗부분) 이 숨쉴때마다 조금 심하게 아픕니다 그냥있을때도 아픈데 숨쉴때는 조금 더 심하게 아픕니다가끔 심장이 뜨끔 하는 아픔을 느꼈는데 한두번 정도 그러다 말아서 그러려니 했는데 요 몇일은 하루에 네다섯번 뜨끔하고 좀 오래 지속됩니다 다리에 힘도 쭉 빠지는 것 같고....혹시 왼쪽 가슴옆 통증이 심장과 연관이 있을까요?2016년 5월쯤 심장초음파 검사했는데 이상은 없었는데 2017년 6월 종합검진 받을때는 심박수가 좀 높다고 심초음파를 찍어보라고 하시기는 하셨습니다.근데 제가 긴장을 잘해서 평소에도 심박수가 높은거같은데.....또 검사를 받아야할까요?나이 30 성별 여자 키 160 몸무게 41 입니다","안녕하세요, 하이닥 심장 내과 상담의 송봉근 입니다. 대부분의 경우 근육통이 가장 많습니다만 증상 지속되면 가까운 심장 전문 의원 방문하여 상담해 보시기 바랍니다. "
"1681","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000026769","가슴통증호소","- 성별 :남자- 혈압 :- 키/체중 : 172cm / 74kg- 가족력(가족, 친척의 건강, 질환 등) :- 과거병력 :- 상담내용 :제가 오늘 아침에 볼일을 보면서 이빨을 닦고 있었는데 
헛구역질 한번하고 두번할때쯤에 심한 가슴통증을 호소했습니다
물론 그떄만 통증이 있었고 지금은 괜찮습니다
전에는 이런적이 없었는데 혹시나 해서 여쭈어봅니다
가슴을 숙인상태에서 해서그런가? 의문이 갑니다
한번 검진을 받아봐야하는지도 의문이가구요
좀 알려주세요 감사합니다^^","심한구토시 복압이 올라가고 식도내의 압력도 올라가면서 위액이 역류하게 됩니다. 
식도의 경련도 동반될 수있는데 이럴때 가슴뒤쪽으로 상당한 통증이 동반됩니다. 
일과성으로 그럴수 있는데 또 나타나면 내시경등의 검진을 해볼수 있습니다. "
"1682","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000024455","등과 가슴에 여드름이 심해요.","- 혈압 :- 키/체중 : cm / kg- 가족력(가족, 친척의 건강, 질환 등) :- 과거병력 :- 상담내용 :
안녕하세요. 선생님.
바야흐로 노출의 계절이 돌아왔습니다.
그런데 전, 노출을 할 수가 없습니다.
가슴과 등 부분에 여드름이 많기 때문인데요, 
여드름에 좋다는 약을 발라도 보고 한식위주의 식단으로 
피부를 개선하고자 했는데 큰 효과를 보지 못했어요. 
얼굴에 난 여드름보다 더 신경쓰여요.
어떻게 없애야 할까요?
옷 입을때마다 스트레스가 너무 커요.","이효림님 안녕하세요. 
등과 가슴에 생긴 '여드름모양 발진'은 호르몬, 스트레스, 햇빛, 생활습관, 음식등등 아주 다양한 원인에 의해 발생을 합니다.  그래서 치료도 어렵고 기간도 오래 걸립니다.  먼저 치료는 항생제나 피지억제제등을 복용하시는 방법과 여드름 스케일링이나 필링을 가슴이나 등에 시술을 하여 호전시키는 방법등이 있습니다.  이와 같은 것은 가까운 병원에서 충분히 상담을 하시고 치료를 결정하시는 것이 좋습니다. 
감사합니다. "
"1683","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000256256","명치아래 통증,심장통증(분량이 많으니 양해바랍니다.)","안녕하세요. 일주일 군입대를 앞둔20살 남자입니다.일단 제가 이 사실을 말하는이유는 혹시나 스트레스때문인지에 대해서 의견이 궁금해서 적어둔겁니다. 그럼 시작하겠습니다. 일단 2주전부터 한5일간 친구랑 새벽에 게임방에서 게임을햇엇습니다. 그리고 하루는 제가 15시간동안 에어컨바람쐬면서 무리하게 게임을 했었는데요. 그때 몸아픈거알면서도. 너무 하는바람에 몸의온도는 떨어지고 심장은 지끈지끈아파왔습니다. 그런데 그뒤로부터 일주일뒤에 엄청나게 아파오더라구요. 왼쪽가슴하고 심장부분이 가장아프더라구요. 명치랑 오른쪽가슴도 조금씩 아파오고, 근데 이게 제일무서운게 밤만되면 증상이많이 심해지는거에요. 진짜 누우면 심장이쿵쾅거리고 식은땀도 막나고 눕다가 힘들어서앉으면 헉헉대기도하구요. 그래서 동네내과에갔는데 이상하게 에어컨바람을 쐬면 증상이 더 심해지는거같았어요. 그래서 각종1분심전도검사랑 X-RAY도 잠깐해보고 채혈도했는데,심전도가정상이니 부정맥일리는없고 또 심장크기정상,폐도 정상이고,채혈했을땐 간수치가 조금높은거말고는 없대요. 그때 선생님이 스트레스성이라했는데,그다음에는 입천장이 갑자기 크게까져가지고 이비인후과에갔는데요. 거기서도 말해보니까 스트레스로도 충분히 그럴수가있대여.입천장도 제가보기엔 스트레스 같기도하고 잘몰라서 그다음날에는 한의원도가봤어요. 한의원에가보니 침 이틀정도맞고셋째날부턴 왼쪽 어깨뒤와 왼쪽 젖가슴위에 부황을넣고 했는데 자주색이 나오더라구요.한의원다니는 날부터 운동을 하고있는데 운동할때는 그래도 조금 덜아팠어요. 자는시간이 다가올수록 아파졌을뿐...그리고 오늘 제가 한의학적치료를 오늘로부터 4일되는날이구요.4일동안 다녔는데 이상하게 한번씩 명치랑 왼쪽가슴이 가끔씩 숨 쉴때 마다 아프네요.그리고 가끔잘 때에 상체에 찌릿한 기운이 한번씩 흐르는 느낌?을받아요. 왜그런지는모르겠는데, 요즘 매일 한시간씩 걷기도하고있는데, 이상하게 심장이랑 명치통증은 나아지는거 같지가않고.... 갑자기 의심이 가는게 혹시 변이형협심증인지 혹은 다른 심장질환인지 너무 걱정이 됩니다. 한의원에서는 100퍼센트 신경성,마음의 병으로 아픈거라는데 혹시 신경성이랑 혈액순환이랑 관련이 있는건가요??차이점은무엇인가요??지금 일주일뒤에 군에가는데 이제 병원도 못갈텐데 너무 걱정이되네요... 병은 나아질 생각을 하지않으니..마지막으로 저는 앞서말한 내과검사로 알수 있는 사실은 심장크기정상과 1분심전도정상 폐정상 채혈로 간기능수치가 조금높은거외에는 정상이에요. 그리고 갈비뼈아래와 명치를 살살주먹으로 두드려주면은 일시적으로 조금 괜찮아지는거같아요.이정도 검사로 스트레스성이라고 단정지을수 있을까요??혹시 위험한질병의 신호인걸까요??두서없는글 읽어주셔셔 감사합니다.","안녕하세요, 하이닥 정신건강의학과 상담의 정건 입니다. 증상은 스트레스 때문에 생길 수 있는 증상 같습니다. 에어컨 바람을 쐬면서 무리하게 게임을 한 것이 체력적으로 무리가 갔을 가능성이 있습니다. 몸이 힘들 때 가슴이 통증과 심장의 두근거림 식은땀등이 나타날 수가 있습니다. 한번 증상이 나타나면 걱정하는 마음이 증상을 반복하게 만듭니다. 심전도 검사에서 이상이 없다면 크게 걱정할 것은 없을 것 같습니다. 일주일뒤 군에 입대해서 통증이 오면 군 병원에서 다시 검사를 받게될 것입니다. 감사합니다. "
"1684","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000207416","여자 가슴 예뻐지는 운동은 어떤게 있나요?","여자 가슴이 탄탄하고 탱글탱글해지기 위해서는 어떤 운동을 해야 하나요","안녕하세요, 하이닥 운동상담사 박은경 입니다. 여자 가슴은 대흉근 위에 지방으로 형성된 유방이 얹혀져 있는 형태입니다.  따라서, 유방의 아래에 있는 대흉근과 소흉근을 강화시키는 운동이 가슴이 좀 더 탄력있게 보이는 역할을 합니다.  또한, 상체를 일으키는 동작 즉 반만 윗몸일으키기를 실시하는 것도 도움이 되며, 가슴을 모아주는 형태의 가슴운동은 예쁜 가슴을 만드는 데에 도움이 됩니다. 1.  반만 윗몸일으키기 - 20회 3세트** 체력이 좋은 편에 해당이 된다면 디클라인(decline) 반만 윗몸일으키기는 더욱 효과적입니다. 2.  팔굽혀펴기 - 10회 3세트**체력이 좋은 편에 해당이 된다면 다리를 소파나 의자 위에 올려놓고 실시하시면 더욱 효과적입니다. 3.  체스트 프레스-10회 3세트4.  펙덱(버터)프라이 - 10회 3세트5.  케이블 크로스 오버 - 10회 3세트6.  벤치 프레스 -10회 3세트**체력이 좋은 편에 해당이 된다면 상체가 아랫 방향으로 내려가 있는 디클라인 상태에서 실시하시면 더욱 효과적입니다.  제 답변이 조금이나마 도움이 되셨기를 바랍니다.  감사합니다. "
"1685","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000349864","턱도 아프고 얼얼 화끈거리고 두통","일단 생활하는데 일어나서는 그냥 지끈거리고 턱 아랫 입술 바로 아래가 얼얼하고 가슴이 좀 답답한 정도인데 누워서 자면 극 지옥을 맛봄니다...누워서 자다 깨면1.턱이 얼얼하고 화끈거려 얼굴까지 통증이 퍼짐..열감이 있음(미열느낌)2.머리가 지끈지끈 아프고 어지럽고 머리압력이 심함3.심장이 급격하게 약해짐 멎는 느낌이 계속 생김4.자다가 잠깐 숨이 멎는 느낌이 들음5.자꾸깬다6.자도 졸립고 피곤하고요 온몸에 힘이 빠짐 몸을 못가누겠음 자고 일어나면7.속이 꽉 막히듯 답답하고 가슴이 뻐근하고 가슴이 뜨거움 배전체가 아프고 주로 명치 왼쪽 아래가 눌르면 아픔(갈비뼈 옆쪽)암튼 이정도인데 턱이 하루종일 너무 얼얼하고 화끈거리고요 만지면 아파서 계속 거슬리네요 누워서 자면 이증상들 때문에 너무 힘들고 자고싶지 않아요..나이 22살몸무게.54키 165입니다","안녕하세요, 하이닥 한방과 상담의 윤홍일 입니다. 증상들을 살펴보면 여러가지가 맘에 걸립니다. 우선 심장이 약해서 혈액순환이 잘 안될거고요. 심장 자체로도 가슴이 답답하고 잠을 설칠겁니다. 심실중격결손 치료가 어느정도 되었는지요?스트레스가 많아 보이시고요. 소화기능도 약할 것 같은데요. 얼굴의 통증은 삼차신경통의 가능성도 보입니다. 턱관절과 경추 1,2번 교정하시고 그리고 목 주위 근육의 긴장을 우선  풀어 주세요. 그래도 통증이 있으시면 삼차신경통 확률이 높습니다. 몸이 너무 약해요. 소화기능이 약하면 위치료 하시고식사를 잘 하셔서 충분한 피를 만들어 주세요. 스트레스를 받으시는 원인이 무엇인지 확인하시고 다 날려 버리시고건강이 우선이지요. 삼차신경통은 추나치료 ㅣㅁ치료 봉침치료로 가능하고요. 스트레스는 한약을 쓰셔서 도움 받으시는 것도 좋습니다. 기본적으로 몸을 이완하시고 잘드시는게 좋습니다. 당시노 건강할 수 있습니다. 힘내세요. "
"1686","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000324842","등과 허리가 아파요..","아침에 깨자마자 아랫배가 꾹꾹 쑤시고요 누르면아픕니다.. 관통해서 등 아래쪽 허리도 아픕니다 엄청 아프진 않고 뭔가 쑤시는 느낌 암튼 통증은 있어요 큰병은 아니겠죠? 대장 암이라던가..항상 일어나면 입이 말라있습니다 입을 벌리고 자지도 않습니다 그리고 아침에 일어나면 보통은 오줌이 마려운게 정상인데... 전 안마려워요... 이건왜 이런거죠 요즘 원인 모를 종아리 근육통으로 고생합니다 밤에 주로 발까지 화끈거리고 따갑고 다리가 쑤시던데 평소엔 양쪽 종아리 통증만 있어요 뼈에는 이상이 없다 하셨고 속근육 풀어주는 주사 맞고 1일 째인데 음.. 효과를 기다려 봐야하고 몸이 차가워요 이상하게 한부분만 얼음장 같아요 발은 수면 양말 신고 자는데도 차갑고 팔은 이불 덥고자도 엄청 차가워요 반면 배랑 가슴은 따뜻합니다.. 21살이고요 비흡연자입니다 좀 길게 썼는데...답변해주시면 감사하겠습니다!","안녕하세요, 하이닥 한방과 상담의 손원진 입니다. 아침에 아랫배가 누르면 아프고, 등, 허리 까지 아픈 경우는 허리 뭉침이나, 변비인 경우에도 그러할 수 있습니다.  대장암일 가능성은. . .  글쎄요? ^^아침에 일어나면 소변이 안마렵다고 정상이 아닌 것은 아닙니다.  입이 말라있는 것, 아침에 소변이 안마려운 것들로 보아, 수분이 부족할 가능성이 있네요.  물을 조금 더 마셔 보세요. 종아리 근육통은 침을 맞아서 푸는 것도  좋아요.  잘 풀립니다.  종아리 근육통이 21살에 잘 온다면 운동 부족이거나, 혈액순환 부족일 가능성이 높아요. 발과, 팔, 손이 차갑고, 배와 가슴은 따뜻한 것, 몸의 온도 편차가 심한 것이 혈액순환이 잘 안되는 한 증상이기도 합니다. 이 모든 것들은 건강관리가 필요한 상태로 보이네요.  종합적인 건강관리에 대한 치료는 한의원이 잘 합니다.  좋은 한의원을 찾아보세요. 더욱 건강하시길 바랍니다. "
